architecture	model	split_seed	target_id	overall_spearman	within_condition_spearman	pseudobulk_spearman
ctpnet	mean3	69001	LCK_Y505	0.26444459075554166	0.19295436648741254	0.6786341634694928
ctpnet	mean3	69001	STAT5A_Y694	0.24662562823852519	0.21281013955059863	0.48717601617753054
ctpnet	mean3	69001	PLCG1_Y783	0.25275241270761906	0.2246567586017615	0.4828998502949733
ctpnet	rank3	69001	RPS6_pSitePending	0.5056219569687405	0.48983017695596914	0.5740701161478197
ctpnet	rank3	69001	STAT3_Y705	0.41384042984933356	0.3580195758699196	0.7248218376602126
ctpnet	rank3	69001	MAPK14_pSitePending	0.5129010754309616	0.2951579249942884	0.7974927031918945
ctpnet	rank3	69001	CREB1_S133_ATF1_S63	0.3427462326388103	0.31799055399130344	0.4119970116243234
ctpnet	rank3	69001	JUN_pSitePending	0.3204476527577714	0.27916474049895124	0.5198332921461633
ctpnet	rank3	69001	LAT_Y226	0.24554663135176072	0.2279807398757835	0.2084101020837528
ctpnet	rank3	69001	LCP2_S376	0.5020716949505137	0.4321356539583177	0.7380858556896974
ctpnet	rank3	69001	MAP2K1_S298	0.3458497555303905	0.28559412155420233	0.5331039891762026
ctpnet	rank3	69001	MAPK14_pSitePending_D3F9	0.5876638788651642	0.5184084744468443	0.7904845233245013
ctpnet	rank3	69001	RELA_pSitePending_93H1	0.5611570199928593	0.4962311096238803	0.7025750409565856
ctpnet	rank3	69001	p-Rb	0.45382766569040617	0.3915252459972755	0.682035205966065
ctpnet	rank3	69001	HISTONE_H3_S28	0.5734282419055687	0.5472359109974021	0.7315704906489222
ctpnet	rank3	69001	NFE2L2_S40	0.7875620264580336	0.6673732225417628	0.9376887413995942
ctpnet	rank3	69001	AKT_S473	0.45299817828411887	0.3452183999032128	0.7980900918565499
ctpnet	rank3	69001	EIF4EBP1_T37_T46	0.2779842577060516	0.2601237603549434	0.2042614885965607
ctpnet	rank3	69001	STAT6_Y641	0.4893543662251366	0.43725626481903473	0.6715525145960017
ctpnet	rank3	69001	ZAP70_Y493	0.1673051510215044	0.157220171081785	0.259429109974172
ctpnet	rank3	69001	LCK_Y505	0.27253691527868384	0.19599898390687112	0.6890247800461996
ctpnet	rank3	69001	STAT5A_Y694	0.2518421081515964	0.21704623088444194	0.49230906847591294
ctpnet	rank3	69001	PLCG1_Y783	0.2580857272508666	0.23050269560961759	0.4849708175382922
ctpnet	single_original	69002	RPS6_pSitePending	0.4620966986387191	0.43900601994042143	0.6474535624233232
ctpnet	single_original	69002	STAT3_Y705	0.40784473472374816	0.34986958881623614	0.6472575166299851
ctpnet	single_original	69002	MAPK14_pSitePending	0.5140596911664237	0.28965771858439804	0.7415327674821087
ctpnet	single_original	69002	CREB1_S133_ATF1_S63	0.33555869460003857	0.2932725291185019	0.442421720394311
ctpnet	single_original	69002	JUN_pSitePending	0.34129330313700607	0.26266508900828955	0.5428791605787666
ctpnet	single_original	69002	LAT_Y226	0.26199394680072147	0.24031530530247497	0.3154599239644325
ctpnet	single_original	69002	LCP2_S376	0.4812317820577662	0.40915716718208006	0.7442072081055789
ctpnet	single_original	69002	MAP2K1_S298	0.33612676205832875	0.26923898346067954	0.5211228618749322
ctpnet	single_original	69002	MAPK14_pSitePending_D3F9	0.6091313703119159	0.5059470488014168	0.8691690247646524
ctpnet	single_original	69002	RELA_pSitePending_93H1	0.5674964299936406	0.47617210535012416	0.7867342346507856
ctpnet	single_original	69002	p-Rb	0.46054518172857184	0.39128541304027714	0.6131806888728599
ctpnet	single_original	69002	HISTONE_H3_S28	0.540680700977822	0.5299164468029779	0.6438519915909917
ctpnet	single_original	69002	NFE2L2_S40	0.7956825172938919	0.6765627200833126	0.9358905595936057
ctpnet	single_original	69002	AKT_S473	0.4921931681787895	0.3468261195928825	0.7945242807030521
ctpnet	single_original	69002	EIF4EBP1_T37_T46	0.2254891114063485	0.36370841205070437	0.4131462287611294
ctpnet	single_original	69002	STAT6_Y641	0.524332038830997	0.4362280583734418	0.7553756550851247
ctpnet	single_original	69002	ZAP70_Y493	0.19410214801786685	0.16618792255819895	0.3392881252277346
ctpnet	single_original	69002	LCK_Y505	0.34509995811604055	0.23284405415155657	0.6594871551434757
ctpnet	single_original	69002	STAT5A_Y694	0.24200586490944653	0.21301337006566645	0.4190268078875228
ctpnet	single_original	69002	PLCG1_Y783	0.24661431048078053	0.22373167341327646	0.35132084312021056
ctpnet	mean3	69002	RPS6_pSitePending	0.4526895181262228	0.4280733373088553	0.6229607846763703
ctpnet	mean3	69002	STAT3_Y705	0.4103782621535312	0.35533220434646556	0.6380815871078314
ctpnet	mean3	69002	MAPK14_pSitePending	0.5243781475768059	0.30208253358084003	0.7515958004278483
ctpnet	mean3	69002	CREB1_S133_ATF1_S63	0.34471212053466216	0.2977401122485262	0.4645619486212062
ctpnet	mean3	69002	JUN_pSitePending	0.3449225204656324	0.26267641723706636	0.5843440788621945
ctpnet	mean3	69002	LAT_Y226	0.2668751315542208	0.23974659098569184	0.33165523066205527
ctpnet	mean3	69002	LCP2_S376	0.4775047830319662	0.40751903077304746	0.7370908777056477
ctpnet	mean3	69002	MAP2K1_S298	0.34511180268730035	0.2732563680618023	0.5278902883352753
ctpnet	mean3	69002	MAPK14_pSitePending_D3F9	0.603228686125377	0.49528061840639653	0.8624079108793086
ctpnet	mean3	69002	RELA_pSitePending_93H1	0.567732856276467	0.4779382192136233	0.7876250716676838
ctpnet	mean3	69002	p-Rb	0.47675646690047774	0.3958618233015141	0.6438051378793762
ctpnet	mean3	69002	HISTONE_H3_S28	0.5352616336011441	0.519319385176296	0.6087610275758752
ctpnet	mean3	69002	NFE2L2_S40	0.7907595556748398	0.6749584076708318	0.9322778918295758
ctpnet	mean3	69002	AKT_S473	0.4905741629149571	0.346576762015009	0.7930570197340435
ctpnet	mean3	69002	EIF4EBP1_T37_T46	0.2640494572453802	0.32268605686347135	0.4407406031707382
ctpnet	mean3	69002	STAT6_Y641	0.5211373857141905	0.4355220909349396	0.732936730988303
ctpnet	mean3	69002	ZAP70_Y493	0.19774004981878532	0.17174107185121323	0.34856593646757744
ctpnet	mean3	69002	LCK_Y505	0.3486926862564519	0.23892030811214854	0.6573968227938488
ctpnet	mean3	69002	STAT5A_Y694	0.2526104929169371	0.21035977266838876	0.4509899236746852
ctpnet	mean3	69002	PLCG1_Y783	0.2519067038091114	0.22360295809657735	0.35741675759985697
ctpnet	rank3	69002	RPS6_pSitePending	0.4496006306721433	0.4275724076587785	0.6104742705308649
ctpnet	rank3	69002	STAT3_Y705	0.40985878032885137	0.3546850936376452	0.634034289518948
ctpnet	rank3	69002	MAPK14_pSitePending	0.523109217090324	0.299416737204993	0.7520205663134143
ctpnet	rank3	69002	CREB1_S133_ATF1_S63	0.34338198847064966	0.29653304800924385	0.4606071254631427
ctpnet	rank3	69002	JUN_pSitePending	0.34464959070485124	0.26527182860253884	0.6003674317384576
ctpnet	rank3	69002	LAT_Y226	0.26582438642353934	0.2337904753873474	0.3105685944503011
ctpnet	rank3	69002	LCP2_S376	0.47598425379338904	0.3979556313983092	0.7304524465651914
ctpnet	rank3	69002	MAP2K1_S298	0.34610764432760815	0.274386073794625	0.5251363997854593
ctpnet	rank3	69002	MAPK14_pSitePending_D3F9	0.6016933911058059	0.5024833781857988	0.8627956869925465
ctpnet	rank3	69002	RELA_pSitePending_93H1	0.5669266554290021	0.47712925906981163	0.7838021786975901
ctpnet	rank3	69002	p-Rb	0.47644061097229234	0.39092186137482776	0.6514533898043857
ctpnet	rank3	69002	HISTONE_H3_S28	0.5308904008308826	0.5132444211453645	0.576797548811087
ctpnet	rank3	69002	NFE2L2_S40	0.7877096843764824	0.6394752403607114	0.9252899073406201
ctpnet	rank3	69002	AKT_S473	0.4888256861797603	0.3323863629501704	0.7939990259359954
ctpnet	rank3	69002	EIF4EBP1_T37_T46	0.2584904476177501	0.23883935268693263	0.19418986144091754
ctpnet	rank3	69002	STAT6_Y641	0.5202518477366381	0.43222295862327836	0.7416258237930545
ctpnet	rank3	69002	ZAP70_Y493	0.19707034437075904	0.1716408742390805	0.3470810509477694
ctpnet	rank3	69002	LCK_Y505	0.3486124624886572	0.23746610691892328	0.6552421682236615
ctpnet	rank3	69002	STAT5A_Y694	0.25170619910548775	0.20943899305026262	0.4607059068677609
ctpnet	rank3	69002	PLCG1_Y783	0.25174421698063176	0.22356491320591773	0.35570043216383995
ctpnet	single_original	69003	RPS6_pSitePending	0.4684429164853809	0.47826780802213387	0.3762439330737873
ctpnet	single_original	69003	STAT3_Y705	0.4471588420162972	0.39712186758189744	0.7187557285277155
ctpnet	single_original	69003	MAPK14_pSitePending	0.5693393165037484	0.3105297951798239	0.8066832892469988
ctpnet	single_original	69003	CREB1_S133_ATF1_S63	0.34347902614002324	0.3298620641456751	0.41751235469886255
ctpnet	single_original	69003	JUN_pSitePending	0.3288574969412475	0.29018600391854577	0.5124757509557054
ctpnet	single_original	69003	LAT_Y226	0.2609408324220169	0.2632552620264125	0.25070403872132746
ctpnet	single_original	69003	LCP2_S376	0.5023715525331078	0.4539153700192415	0.679626862808746
ctpnet	single_original	69003	MAP2K1_S298	0.32068819043241675	0.2773792998678442	0.5274177186420912
ctpnet	single_original	69003	MAPK14_pSitePending_D3F9	0.5879458398207302	0.4873417203248724	0.7892299946333287
ctpnet	single_original	69003	RELA_pSitePending_93H1	0.5925671202663624	0.5118513584280634	0.773860616456008
ctpnet	single_original	69003	p-Rb	0.4464194099017357	0.40422063986628076	0.5569157482359245
ctpnet	single_original	69003	HISTONE_H3_S28	0.48150546253912613	0.5441700573904578	0.2620885167010203
ctpnet	single_original	69003	NFE2L2_S40	0.7848425412455815	0.6421327296050013	0.9245066104617743
ctpnet	single_original	69003	AKT_S473	0.45432124868499396	0.3420857708251828	0.8068779673002092
ctpnet	single_original	69003	EIF4EBP1_T37_T46	0.26690089185161414	0.2711202515038047	0.37787976577417515
ctpnet	single_original	69003	STAT6_Y641	0.5072237257812404	0.4532295770321822	0.626684550041515
ctpnet	single_original	69003	ZAP70_Y493	0.1897617119344662	0.19136843093932202	0.25255692006882924
ctpnet	single_original	69003	LCK_Y505	0.3730843835293169	0.21011243861723064	0.746778000916776
ctpnet	single_original	69003	STAT5A_Y694	0.2738184923034674	0.23772653276599096	0.43511640732418244
ctpnet	single_original	69003	PLCG1_Y783	0.26856318749379887	0.24412932127571146	0.5452676130231093
ctpnet	mean3	69003	RPS6_pSitePending	0.4806310074141612	0.47763272728760614	0.4762829621040007
ctpnet	mean3	69003	STAT3_Y705	0.47533386943126654	0.4134050466989557	0.7469838394345005
ctpnet	mean3	69003	MAPK14_pSitePending	0.5960016751022456	0.3238811883633484	0.8056568200273891
ctpnet	mean3	69003	CREB1_S133_ATF1_S63	0.3536433517758171	0.34403767792101875	0.40907390495434187
ctpnet	mean3	69003	JUN_pSitePending	0.34348488534491856	0.3054356096087992	0.5055230789185935
ctpnet	mean3	69003	LAT_Y226	0.2803092639685207	0.2809090507333242	0.27669089548759984
ctpnet	mean3	69003	LCP2_S376	0.4978110829224159	0.450432699874628	0.6500805830179274
ctpnet	mean3	69003	MAP2K1_S298	0.36546430330908847	0.28284304181263215	0.6500805830179274
ctpnet	mean3	69003	MAPK14_pSitePending_D3F9	0.5937591330447582	0.4965996604029232	0.7824868176468099
ctpnet	mean3	69003	RELA_pSitePending_93H1	0.5866108147288548	0.5060319269270479	0.771801584121952
ctpnet	mean3	69003	p-Rb	0.45627660708999707	0.4186852264019071	0.5636709525385517
ctpnet	mean3	69003	HISTONE_H3_S28	0.5819022879236821	0.5413326460362572	0.7577520199670038
ctpnet	mean3	69003	NFE2L2_S40	0.7843140678308907	0.6453522086225353	0.9194957817299263
ctpnet	mean3	69003	AKT_S473	0.46245044500212984	0.34524291072431956	0.8081237478240709
ctpnet	mean3	69003	EIF4EBP1_T37_T46	0.22030354034705368	0.23283782718729484	0.5030638563656274
ctpnet	mean3	69003	STAT6_Y641	0.5130886441651487	0.46050103688116806	0.6307124567327672
ctpnet	mean3	69003	ZAP70_Y493	0.20865982899456478	0.1994708012885185	0.30872761428054946
ctpnet	mean3	69003	LCK_Y505	0.39449533924883495	0.22927289895869143	0.7468074471075431
ctpnet	mean3	69003	STAT5A_Y694	0.28383988025162615	0.24574486506278403	0.4643701610136399
ctpnet	mean3	69003	PLCG1_Y783	0.2826107351863476	0.25197859210663603	0.5753052191304995
ctpnet	rank3	69003	RPS6_pSitePending	0.4799373729870541	0.474392033026486	0.4732164112313566
ctpnet	rank3	69003	STAT3_Y705	0.47318598312931304	0.4115320785657975	0.7499570749235437
ctpnet	rank3	69003	MAPK14_pSitePending	0.5923849129014338	0.32348389026402574	0.8067977561175493
ctpnet	rank3	69003	CREB1_S133_ATF1_S63	0.3540921854005816	0.34506246188074197	0.4040713709232583
ctpnet	rank3	69003	JUN_pSitePending	0.3436397291998936	0.3053277622320592	0.5047249212547713
ctpnet	rank3	69003	LAT_Y226	0.28392177331782414	0.2778690418452576	0.27733041691654453
ctpnet	rank3	69003	LCP2_S376	0.4975799215702544	0.4450836480438937	0.6413773682407521
ctpnet	rank3	69003	MAP2K1_S298	0.3652491087673718	0.28300339655100293	0.6479617017076301
ctpnet	rank3	69003	MAPK14_pSitePending_D3F9	0.5944497539153972	0.49296718799306344	0.7808224859384085
ctpnet	rank3	69003	RELA_pSitePending_93H1	0.5856656925554466	0.5018395362235445	0.7715120990652703
ctpnet	rank3	69003	p-Rb	0.455724573568478	0.4149365998823652	0.5598587080671772
ctpnet	rank3	69003	HISTONE_H3_S28	0.5847146313531356	0.5419643924469034	0.7537966919074411
ctpnet	rank3	69003	NFE2L2_S40	0.7840811631143213	0.5972855591479935	0.9168186670581766
ctpnet	rank3	69003	AKT_S473	0.4615333760303076	0.3309728618733352	0.8068963393511783
ctpnet	rank3	69003	EIF4EBP1_T37_T46	0.22904078724585594	0.20415129713377583	0.3541417739137664
ctpnet	rank3	69003	STAT6_Y641	0.5140727089498135	0.4624892945135712	0.6206708919872362
ctpnet	rank3	69003	ZAP70_Y493	0.20891937618936077	0.20013395299921094	0.30146456466443317
ctpnet	rank3	69003	LCK_Y505	0.3930362310117685	0.22814475329847564	0.7476810865561487
ctpnet	rank3	69003	STAT5A_Y694	0.2822445464244189	0.24342621360379557	0.4639351039134324
ctpnet	rank3	69003	PLCG1_Y783	0.28272731382971555	0.24832839612725507	0.5761017179365808
ctpnet	single_original	69004	RPS6_pSitePending	0.4492730651222706	0.44185027950984335	0.45474588028586954
ctpnet	single_original	69004	STAT3_Y705	0.33515966566432626	0.31150617834222427	0.5975250498831207
ctpnet	single_original	69004	MAPK14_pSitePending	0.47249852723744	0.16797858122192777	0.812707895500976
ctpnet	single_original	69004	CREB1_S133_ATF1_S63	0.2655561064014523	0.21968580242950433	0.41327500177631415
ctpnet	single_original	69004	JUN_pSitePending	0.3078605711971153	0.21853936617856376	0.6358822860198529
ctpnet	single_original	69004	LAT_Y226	0.17122818218607408	0.15242827971996192	0.2276819982774886
ctpnet	single_original	69004	LCP2_S376	0.5397524723674767	0.45948470954937765	0.7813880878932586
ctpnet	single_original	69004	MAP2K1_S298	0.2781208641140903	0.19538289568998646	0.6016949117736569
ctpnet	single_original	69004	MAPK14_pSitePending_D3F9	0.49996957120782604	0.35550774084211173	0.7740832267887074
ctpnet	single_original	69004	RELA_pSitePending_93H1	0.49774768376621714	0.39316477828543944	0.8060527752188358
ctpnet	single_original	69004	p-Rb	0.40719857977947066	0.3452255291081565	0.5925237913157335
ctpnet	single_original	69004	HISTONE_H3_S28	0.4924811711890288	0.4535547985041424	0.7432600420545036
ctpnet	single_original	69004	NFE2L2_S40	0.7987524547145444	0.5876527478252903	0.9117646213247239
ctpnet	single_original	69004	AKT_S473	0.4546555912850671	0.3230019516588677	0.8231037486595502
ctpnet	single_original	69004	EIF4EBP1_T37_T46	0.25474333692712964	0.2551908046224491	0.33199298591906906
ctpnet	single_original	69004	STAT6_Y641	0.5338909560972026	0.4123524606169134	0.8283924418139023
ctpnet	single_original	69004	ZAP70_Y493	0.14749951071553302	0.135002537193404	0.3000568728632263
ctpnet	single_original	69004	LCK_Y505	0.3207273604298614	0.1401468024310925	0.7259147942037155
ctpnet	single_original	69004	STAT5A_Y694	0.24585172238791458	0.19512938815844932	0.5649044671529729
ctpnet	single_original	69004	PLCG1_Y783	0.19627737115217056	0.1826292035472042	0.37609438409539614
ctpnet	mean3	69004	RPS6_pSitePending	0.46658048135017915	0.45311628502975665	0.5395817302864621
ctpnet	mean3	69004	STAT3_Y705	0.34353538823982577	0.33483644075491825	0.5892685158679276
ctpnet	mean3	69004	MAPK14_pSitePending	0.5026345686050205	0.2046018429404802	0.8172063855312329
ctpnet	mean3	69004	CREB1_S133_ATF1_S63	0.29261446275561115	0.2520934941935784	0.4262410686306199
ctpnet	mean3	69004	JUN_pSitePending	0.32257916729874164	0.2377070867266311	0.6389634210702488
ctpnet	mean3	69004	LAT_Y226	0.2052485040468332	0.18860640858794622	0.3029603456851172
ctpnet	mean3	69004	LCP2_S376	0.5296070529036973	0.46021630444379	0.7529264006288768
ctpnet	mean3	69004	MAP2K1_S298	0.3022430905799318	0.21584338382680374	0.6316770418474982
ctpnet	mean3	69004	MAPK14_pSitePending_D3F9	0.5269397806269315	0.3969301698920828	0.7777188182931202
ctpnet	mean3	69004	RELA_pSitePending_93H1	0.5461716324413092	0.4311347477896576	0.8369988381056974
ctpnet	mean3	69004	p-Rb	0.44817795448758135	0.3979451331553202	0.6208392663596485
ctpnet	mean3	69004	HISTONE_H3_S28	0.521046538750285	0.4791566640526046	0.7712205886520425
ctpnet	mean3	69004	NFE2L2_S40	0.8051424692109913	0.6067685312228639	0.9141393377818537
ctpnet	mean3	69004	AKT_S473	0.45875295307452235	0.32713040678047733	0.8220815796507113
ctpnet	mean3	69004	EIF4EBP1_T37_T46	0.27037768451925354	0.26662828353230045	0.4362816589501388
ctpnet	mean3	69004	STAT6_Y641	0.5526988572334333	0.43450034520857156	0.8336031003562077
ctpnet	mean3	69004	ZAP70_Y493	0.1482855895159067	0.1468579865628636	0.20531933200729255
ctpnet	mean3	69004	LCK_Y505	0.3384367059158199	0.16487481618549552	0.7314434719323876
ctpnet	mean3	69004	STAT5A_Y694	0.2592177050155552	0.20601146003257123	0.57799046088474
ctpnet	mean3	69004	PLCG1_Y783	0.22641193640142185	0.21869448304734948	0.3798338848463766
ctpnet	rank3	69004	RPS6_pSitePending	0.46733017515632996	0.45371224502485064	0.4966443063277446
ctpnet	rank3	69004	STAT3_Y705	0.3462383881984177	0.33633116750690506	0.5847141694837846
ctpnet	rank3	69004	MAPK14_pSitePending	0.5033888822239294	0.21730716659377572	0.8178446265160791
ctpnet	rank3	69004	CREB1_S133_ATF1_S63	0.3059269900267074	0.26817113776033585	0.4347829836903554
ctpnet	rank3	69004	JUN_pSitePending	0.3318821133505299	0.24762364290823133	0.6303212931403058
ctpnet	rank3	69004	LAT_Y226	0.22536215214695354	0.2108397587938033	0.31474808989751596
ctpnet	rank3	69004	LCP2_S376	0.532553586676077	0.4600080357780946	0.7571575194357523
ctpnet	rank3	69004	MAP2K1_S298	0.310685603707391	0.21973567679897252	0.6268549135314893
ctpnet	rank3	69004	MAPK14_pSitePending_D3F9	0.5319616668839843	0.3951413398508338	0.7825992672139221
ctpnet	rank3	69004	RELA_pSitePending_93H1	0.5464052640513998	0.4360215942013149	0.835849675766187
ctpnet	rank3	69004	p-Rb	0.4597764962438994	0.40853155754315335	0.6282476260022827
ctpnet	rank3	69004	HISTONE_H3_S28	0.5221304447696313	0.477773364966258	0.731602005407388
ctpnet	rank3	69004	NFE2L2_S40	0.8062447003335261	0.5812206434112069	0.9087397533366984
ctpnet	rank3	69004	AKT_S473	0.4690048582800403	0.3157030578131723	0.8195346919296194
ctpnet	rank3	69004	EIF4EBP1_T37_T46	0.27714250601722845	0.23903295556433157	0.303296305225403
ctpnet	rank3	69004	STAT6_Y641	0.5550452683489416	0.43668671141581117	0.8369097143645703
ctpnet	rank3	69004	ZAP70_Y493	0.16327600497685119	0.15360584536924832	0.22745898357042849
ctpnet	rank3	69004	LCK_Y505	0.34041226746007314	0.17195779598152253	0.733451015004413
ctpnet	rank3	69004	STAT5A_Y694	0.2635735003641296	0.20796059566642414	0.567874300204081
ctpnet	rank3	69004	PLCG1_Y783	0.2332174892142765	0.22330931884366526	0.3733824759725269
ctpnet	single_original	69005	RPS6_pSitePending	0.4244672212546402	0.41257527247640724	0.47845779743942807
ctpnet	single_original	69005	STAT3_Y705	0.43932139844246976	0.41188972704888277	0.7122696510708113
ctpnet	single_original	69005	MAPK14_pSitePending	0.5742867574814229	0.3321832956596712	0.7927423607652418
ctpnet	single_original	69005	CREB1_S133_ATF1_S63	0.3630572967005004	0.3483786964100706	0.3668451352063985
ctpnet	single_original	69005	JUN_pSitePending	0.3404979854885315	0.2903657671790868	0.5069348675525601
ctpnet	single_original	69005	LAT_Y226	0.27318538238121215	0.27226862622790265	0.2215378079864061
ctpnet	single_original	69005	LCP2_S376	0.5639985597934133	0.49358341893504853	0.7544766062168576
ctpnet	single_original	69005	MAP2K1_S298	0.3439707825003035	0.2630033556822653	0.5587847537573609
ctpnet	single_original	69005	MAPK14_pSitePending_D3F9	0.5723437108250528	0.492484549237976	0.7729935106788153
ctpnet	single_original	69005	RELA_pSitePending_93H1	0.5571408995720742	0.4902826452616272	0.7526693375911874
ctpnet	single_original	69005	p-Rb	0.5057278556258679	0.45063472331952265	0.6011484487153195
ctpnet	single_original	69005	HISTONE_H3_S28	0.5622615048223776	0.5089912322340785	0.7274436329435285
ctpnet	single_original	69005	NFE2L2_S40	0.7763544111277433	0.6524898442054955	0.9145152628166561
ctpnet	single_original	69005	AKT_S473	0.5434330360720079	0.3557862459712346	0.8465810212990362
ctpnet	single_original	69005	EIF4EBP1_T37_T46	0.29126834499233495	0.27506246578385535	0.31594021914276504
ctpnet	single_original	69005	STAT6_Y641	0.5409374209584688	0.47052144636785176	0.7055620660358012
ctpnet	single_original	69005	ZAP70_Y493	0.20680329895164426	0.19887662390815097	0.2789521870330765
ctpnet	single_original	69005	LCK_Y505	0.3867513784165486	0.25436056240107435	0.7374340813875135
ctpnet	single_original	69005	STAT5A_Y694	0.28942006969341133	0.24295851777280858	0.5636305042041426
ctpnet	single_original	69005	PLCG1_Y783	0.27166475755452024	0.25326101088522956	0.44598482407054757
ctpnet	mean3	69005	RPS6_pSitePending	0.4519546430893807	0.4387702382835385	0.5266119413957868
ctpnet	mean3	69005	STAT3_Y705	0.4542123293127746	0.4178723705898273	0.7382734450531744
ctpnet	mean3	69005	MAPK14_pSitePending	0.5813175207734874	0.3433956920711028	0.8049156974189201
ctpnet	mean3	69005	CREB1_S133_ATF1_S63	0.36686908747036084	0.35185550649832925	0.37383324055898987
ctpnet	mean3	69005	JUN_pSitePending	0.34388191756579284	0.2925448097680309	0.5205783736210556
ctpnet	mean3	69005	LAT_Y226	0.2745412078864353	0.2757695480968822	0.2243547300266604
ctpnet	mean3	69005	LCP2_S376	0.5686893333185995	0.5016643476849922	0.7412379515424955
ctpnet	mean3	69005	MAP2K1_S298	0.34993208124363934	0.2725267779331203	0.5750520024609614
ctpnet	mean3	69005	MAPK14_pSitePending_D3F9	0.5978428901976625	0.5099105635218062	0.8097109102627955
ctpnet	mean3	69005	RELA_pSitePending_93H1	0.5696717659496928	0.49994033633555746	0.7781772771218469
ctpnet	mean3	69005	p-Rb	0.4896203969942133	0.43591568543819453	0.5613339729880176
ctpnet	mean3	69005	HISTONE_H3_S28	0.580671275964197	0.5286782268576352	0.7636890985263528
ctpnet	mean3	69005	NFE2L2_S40	0.7754629453436857	0.6563163802339907	0.9116147598744986
ctpnet	mean3	69005	AKT_S473	0.5434282952563005	0.3578600218252404	0.8431726628189729
ctpnet	mean3	69005	EIF4EBP1_T37_T46	0.3065105035589898	0.3171763162235406	0.43854444379339647
