competitor	metric	seed	target_id	sc15	competitor_value	delta
ctpnet	overall	69002	MAP2K1_S298	0.3868907692909522	0.3451118026873003	0.04177896660365188
ctpnet	overall	69002	MAPK14_pSitePending_D3F9	0.6251815675127448	0.603228686125377	0.02195288138736784
ctpnet	overall	69002	RELA_pSitePending_93H1	0.608546252238658	0.567732856276467	0.040813395962191024
ctpnet	overall	69002	p-Rb	0.5008235551072371	0.4767564669004777	0.0240670882067594
ctpnet	overall	69002	HISTONE_H3_S28	0.584070146818303	0.5352616336011441	0.048808513217158955
ctpnet	overall	69002	NFE2L2_S40	0.8181035184060886	0.7907595556748398	0.02734396273124884
ctpnet	overall	69002	AKT_S473	0.5285535871048321	0.4905741629149571	0.037979424189875044
ctpnet	overall	69002	EIF4EBP1_T37_T46	0.2394617260690886	0.2640494572453802	-0.024587731176291594
ctpnet	overall	69002	STAT6_Y641	0.5447350576121868	0.5211373857141905	0.02359767189799622
ctpnet	overall	69002	ZAP70_Y493	0.2030869956069295	0.1977400498187853	0.005346945788144208
ctpnet	overall	69002	LCK_Y505	0.3652664683971875	0.3486926862564519	0.016573782140735627
ctpnet	overall	69002	STAT5A_Y694	0.3016569738003354	0.2526104929169371	0.0490464808833983
ctpnet	overall	69002	PLCG1_Y783	0.2635804011102521	0.2519067038091114	0.011673697301140706
ctpnet	overall	69003	RPS6_pSitePending	0.5151091756714877	0.4806310074141612	0.034478168257326525
ctpnet	overall	69003	STAT3_Y705	0.4767273404601582	0.4753338694312665	0.0013934710288917018
ctpnet	overall	69003	MAPK14_pSitePending	0.566997117020897	0.5960016751022456	-0.029004558081348608
ctpnet	overall	69003	CREB1_S133_ATF1_S63	0.3781379286982395	0.3536433517758171	0.02449457692242235
ctpnet	overall	69003	JUN_pSitePending	0.3483650420580361	0.3434848853449185	0.004880156713117589
ctpnet	overall	69003	LAT_Y226	0.2744177350484995	0.2803092639685207	-0.005891528920021205
ctpnet	overall	69003	LCP2_S376	0.5111105275193975	0.4978110829224159	0.013299444596981569
ctpnet	overall	69003	MAP2K1_S298	0.3632354401057125	0.3654643033090884	-0.002228863203375897
ctpnet	overall	69003	MAPK14_pSitePending_D3F9	0.6138424763112107	0.5937591330447582	0.020083343266452447
ctpnet	overall	69003	RELA_pSitePending_93H1	0.5942346794780329	0.5866108147288548	0.007623864749178089
ctpnet	overall	69003	p-Rb	0.4718791879222376	0.456276607089997	0.015602580832240587
ctpnet	overall	69003	HISTONE_H3_S28	0.624947805510502	0.5819022879236821	0.04304551758681985
ctpnet	overall	69003	NFE2L2_S40	0.8038548977475699	0.7843140678308907	0.01954082991667916
ctpnet	overall	69003	AKT_S473	0.4672853921391083	0.4624504450021298	0.004834947136978518
ctpnet	overall	69003	EIF4EBP1_T37_T46	0.2530617058477708	0.2203035403470536	0.03275816550071722
ctpnet	overall	69003	STAT6_Y641	0.5337069307895235	0.5130886441651487	0.020618286624374815
ctpnet	overall	69003	ZAP70_Y493	0.1521971349035173	0.2086598289945647	-0.0564626940910474
ctpnet	overall	69003	LCK_Y505	0.3548775377640056	0.3944953392488349	-0.039617801484829296
ctpnet	overall	69003	STAT5A_Y694	0.2897328785925223	0.2838398802516261	0.005892998340896183
ctpnet	overall	69003	PLCG1_Y783	0.2578443505721028	0.2826107351863476	-0.024766384614244796
ctpnet	overall	69004	RPS6_pSitePending	0.5073576390214192	0.4665804813501791	0.04077715767124007
ctpnet	overall	69004	STAT3_Y705	0.4168306836323778	0.3435353882398257	0.07329529539255208
ctpnet	overall	69004	MAPK14_pSitePending	0.5290546148816742	0.5026345686050205	0.02642004627665362
ctpnet	overall	69004	CREB1_S133_ATF1_S63	0.3626836310493518	0.2926144627556111	0.07006916829374071
ctpnet	overall	69004	JUN_pSitePending	0.3609458167077192	0.3225791672987416	0.038366649408977604
ctpnet	overall	69004	LAT_Y226	0.27416054495494	0.2052485040468332	0.06891204090810682
ctpnet	overall	69004	LCP2_S376	0.5659020124301805	0.5296070529036973	0.036294959526483206
ctpnet	overall	69004	MAP2K1_S298	0.3575876217959159	0.3022430905799318	0.055344531215984094
ctpnet	overall	69004	MAPK14_pSitePending_D3F9	0.5699880869697863	0.5269397806269315	0.043048306342854836
ctpnet	overall	69004	RELA_pSitePending_93H1	0.5579129326387609	0.5461716324413092	0.011741300197451676
ctpnet	overall	69004	p-Rb	0.5129435425035676	0.4481779544875813	0.06476558801598625
ctpnet	overall	69004	HISTONE_H3_S28	0.5314143301311243	0.521046538750285	0.01036779138083932
ctpnet	overall	69004	NFE2L2_S40	0.825306777495328	0.8051424692109913	0.020164308284336685
ctpnet	overall	69004	AKT_S473	0.4781644261980114	0.4587529530745223	0.01941147312348912
ctpnet	overall	69004	EIF4EBP1_T37_T46	0.1649629954806018	0.2703776845192535	-0.10541468903865167
ctpnet	overall	69004	STAT6_Y641	0.5758516543198289	0.5526988572334333	0.023152797086395616
ctpnet	overall	69004	ZAP70_Y493	0.1117977060670842	0.1482855895159067	-0.036487883448822506
ctpnet	overall	69004	LCK_Y505	0.3408230530477564	0.3384367059158199	0.0023863471319364726
ctpnet	overall	69004	STAT5A_Y694	0.2601153981068183	0.2592177050155552	0.0008976930912630854
ctpnet	overall	69004	PLCG1_Y783	0.2309228412466583	0.2264119364014218	0.004510904845236502
ctpnet	overall	69005	RPS6_pSitePending	0.4797625244243975	0.4519546430893807	0.02780788133501677
ctpnet	overall	69005	STAT3_Y705	0.4535117716997685	0.4542123293127746	-0.0007005576130061364
ctpnet	overall	69005	MAPK14_pSitePending	0.5843014321616735	0.5813175207734874	0.0029839113881861
ctpnet	overall	69005	CREB1_S133_ATF1_S63	0.3911287965979865	0.3668690874703608	0.024259709127625706
ctpnet	overall	69005	JUN_pSitePending	0.3565925610229819	0.3438819175657928	0.012710643457189141
ctpnet	overall	69005	LAT_Y226	0.3023513021061796	0.2745412078864353	0.027810094219744286
ctpnet	overall	69005	LCP2_S376	0.5870087368168427	0.5686893333185995	0.018319403498243236
ctpnet	overall	69005	MAP2K1_S298	0.3487902181283503	0.3499320812436393	-0.0011418631152889658
ctpnet	overall	69005	MAPK14_pSitePending_D3F9	0.6197558095774621	0.5978428901976625	0.021912919379799667
ctpnet	overall	69005	RELA_pSitePending_93H1	0.5762261459201694	0.5696717659496928	0.006554379970476587
ctpnet	overall	69005	p-Rb	0.5297303785461441	0.4896203969942133	0.04010998155193085
ctpnet	overall	69005	HISTONE_H3_S28	0.5999224980268527	0.580671275964197	0.019251222062655726
ctpnet	overall	69005	NFE2L2_S40	0.8023398454403613	0.7754629453436857	0.02687690009667565
ctpnet	overall	69005	AKT_S473	0.5510290260082756	0.5434282952563005	0.007600730751975093
ctpnet	overall	69005	EIF4EBP1_T37_T46	0.3133809393219577	0.3065105035589898	0.006870435762967919
ctpnet	overall	69005	STAT6_Y641	0.5827047375255463	0.5632452061839432	0.019459531341603054
ctpnet	overall	69005	ZAP70_Y493	0.2122548169189434	0.2078028880399415	0.004451928879001893
ctpnet	overall	69005	LCK_Y505	0.3943683888357463	0.3811523593487024	0.013216029487043923
ctpnet	overall	69005	STAT5A_Y694	0.3091198309052478	0.3116894439657457	-0.0025696130604979106
ctpnet	overall	69005	PLCG1_Y783	0.2571641845439023	0.2670718384050891	-0.009907653861186805
ctpnet	within_condition	69001	RPS6_pSitePending	0.5158662528357126	0.4910449309787786	0.02482132185693403
ctpnet	within_condition	69001	STAT3_Y705	0.4108443919412568	0.3590072216620576	0.05183717027919921
ctpnet	within_condition	69001	MAPK14_pSitePending	0.322079552772974	0.2968638780949613	0.025215674678012723
ctpnet	within_condition	69001	CREB1_S133_ATF1_S63	0.3377857221967705	0.3169158352909709	0.020869886905799606
ctpnet	within_condition	69001	JUN_pSitePending	0.2885876488953358	0.2779748927341168	0.010612756161218984
ctpnet	within_condition	69001	LAT_Y226	0.2694428996543253	0.2296837482952901	0.03975915135903518
ctpnet	within_condition	69001	LCP2_S376	0.4555424836107224	0.4354810823197577	0.02006140129096473
ctpnet	within_condition	69001	MAP2K1_S298	0.316872448707863	0.2892634706096194	0.02760897809824364
ctpnet	within_condition	69001	MAPK14_pSitePending_D3F9	0.5617218075888586	0.5195510027173228	0.042170804871535794
ctpnet	within_condition	69001	RELA_pSitePending_93H1	0.533927798912161	0.4957078667106123	0.038219932201548734
ctpnet	within_condition	69001	p-Rb	0.4346432045163775	0.3916676048925047	0.04297559962387282
ctpnet	within_condition	69001	HISTONE_H3_S28	0.5682450073326784	0.549570729879159	0.01867427745351935
ctpnet	within_condition	69001	NFE2L2_S40	0.7260620191622827	0.6944085966927052	0.031653422469577586
ctpnet	within_condition	69001	AKT_S473	0.3714735041389511	0.3539559782517787	0.01751752588717237
ctpnet	within_condition	69001	EIF4EBP1_T37_T46	0.2812551085168777	0.3146710694736265	-0.033415960956748814
ctpnet	within_condition	69001	STAT6_Y641	0.4681048767195925	0.4398621921687495	0.028242684550843
ctpnet	within_condition	69001	ZAP70_Y493	0.1137579857429809	0.1495856541641395	-0.03582766842115859
ctpnet	within_condition	69001	LCK_Y505	0.2097580842118594	0.1929543664874125	0.016803717724446915
ctpnet	within_condition	69001	STAT5A_Y694	0.2229563998497702	0.2128101395505986	0.010146260299171594
ctpnet	within_condition	69001	PLCG1_Y783	0.220084352483057	0.2246567586017615	-0.0045724061187045195
ctpnet	within_condition	69002	RPS6_pSitePending	0.5137875313688931	0.4280733373088553	0.08571419406003783
ctpnet	within_condition	69002	STAT3_Y705	0.4111246909660395	0.3553322043464655	0.05579248661957398
ctpnet	within_condition	69002	MAPK14_pSitePending	0.3592341802241252	0.30208253358084	0.0571516466432852
ctpnet	within_condition	69002	CREB1_S133_ATF1_S63	0.3599625166633217	0.2977401122485262	0.062222404414795485
ctpnet	within_condition	69002	JUN_pSitePending	0.2840461151660674	0.2626764172370663	0.02136969792900112
ctpnet	within_condition	69002	LAT_Y226	0.2751301577821755	0.2397465909856918	0.03538356679648369
ctpnet	within_condition	69002	LCP2_S376	0.4433353400394617	0.4075190307730474	0.03581630926641427
ctpnet	within_condition	69002	MAP2K1_S298	0.3251995032451494	0.2732563680618023	0.05194313518334709
ctpnet	within_condition	69002	MAPK14_pSitePending_D3F9	0.5361257686154572	0.4952806184063965	0.040845150209060765
ctpnet	within_condition	69002	RELA_pSitePending_93H1	0.5273737361695074	0.4779382192136233	0.04943551695588416
ctpnet	within_condition	69002	p-Rb	0.440751363036944	0.3958618233015141	0.04488953973542992
ctpnet	within_condition	69002	HISTONE_H3_S28	0.5853007151361447	0.519319385176296	0.06598132995984873
ctpnet	within_condition	69002	NFE2L2_S40	0.7043609777832835	0.6749584076708318	0.02940257011245173
ctpnet	within_condition	69002	AKT_S473	0.4002873422322509	0.346576762015009	0.0537105802172419
ctpnet	within_condition	69002	EIF4EBP1_T37_T46	0.3669642851068649	0.3226860568634713	0.044278228243393614
ctpnet	within_condition	69002	STAT6_Y641	0.4705640749583663	0.4355220909349396	0.035041984023426676
ctpnet	within_condition	69002	ZAP70_Y493	0.1820438147844849	0.1717410718512132	0.010302742933271686
ctpnet	within_condition	69002	LCK_Y505	0.2607408709090762	0.2389203081121485	0.021820562796927706
ctpnet	within_condition	69002	STAT5A_Y694	0.2685522812126227	0.2103597726683887	0.058192508544233995
ctpnet	within_condition	69002	PLCG1_Y783	0.2506324207952183	0.2236029580965773	0.02702946269864101
ctpnet	within_condition	69003	RPS6_pSitePending	0.5288230455834766	0.4776327272876061	0.05119031829587051
ctpnet	within_condition	69003	STAT3_Y705	0.4272199215539361	0.4134050466989557	0.013814874854980397
ctpnet	within_condition	69003	MAPK14_pSitePending	0.3039860196647109	0.3238811883633484	-0.0198951686986375
ctpnet	within_condition	69003	CREB1_S133_ATF1_S63	0.3664112824137652	0.3440376779210187	0.0223736044927465
ctpnet	within_condition	69003	JUN_pSitePending	0.3154846964667716	0.3054356096087992	0.0100490868579724
ctpnet	within_condition	69003	LAT_Y226	0.2786266188656808	0.2809090507333242	-0.0022824318676433752
ctpnet	within_condition	69003	LCP2_S376	0.4763957422955842	0.450432699874628	0.025963042420956206
ctpnet	within_condition	69003	MAP2K1_S298	0.3208926623265134	0.2828430418126321	0.03804962051388133
ctpnet	within_condition	69003	MAPK14_pSitePending_D3F9	0.5252497856178479	0.4965996604029232	0.02865012521492466
ctpnet	within_condition	69003	RELA_pSitePending_93H1	0.5251097089080229	0.5060319269270479	0.019077781980974984
ctpnet	within_condition	69003	p-Rb	0.4527807792378793	0.4186852264019071	0.03409555283597221
ctpnet	within_condition	69003	HISTONE_H3_S28	0.5786594646909803	0.5413326460362572	0.03732681865472309
ctpnet	within_condition	69003	NFE2L2_S40	0.6856731183747827	0.6453522086225353	0.04032090975224745
ctpnet	within_condition	69003	AKT_S473	0.3515418138698238	0.3452429107243195	0.006298903145504298
ctpnet	within_condition	69003	EIF4EBP1_T37_T46	0.2715703553838636	0.2328378271872948	0.038732528196568805
ctpnet	within_condition	69003	STAT6_Y641	0.5058687144145082	0.460501036881168	0.0453676775333402
ctpnet	within_condition	69003	ZAP70_Y493	0.1472386850132045	0.1994708012885185	-0.05223211627531399
ctpnet	within_condition	69003	LCK_Y505	0.2099656062105434	0.2292728989586914	-0.01930729274814802
ctpnet	within_condition	69003	STAT5A_Y694	0.2470689806032863	0.245744865062784	0.0013241155405022964
ctpnet	within_condition	69003	PLCG1_Y783	0.2544510349527406	0.251978592106636	0.0024724428461045944
ctpnet	within_condition	69004	RPS6_pSitePending	0.4953185842483477	0.4531162850297566	0.04220229921859109
ctpnet	within_condition	69004	STAT3_Y705	0.4106618682308077	0.3348364407549182	0.0758254274758895
ctpnet	within_condition	69004	MAPK14_pSitePending	0.2677513846904653	0.2046018429404802	0.06314954174998508
ctpnet	within_condition	69004	CREB1_S133_ATF1_S63	0.3357341340218671	0.2520934941935784	0.08364063982828868
ctpnet	within_condition	69004	JUN_pSitePending	0.2932406724293098	0.2377070867266311	0.05553358570267869
ctpnet	within_condition	69004	LAT_Y226	0.2700439112779936	0.1886064085879462	0.0814375026900474
ctpnet	within_condition	69004	LCP2_S376	0.4999670086715447	0.46021630444379	0.039750704227754674
ctpnet	within_condition	69004	MAP2K1_S298	0.2844346144050418	0.2158433838268037	0.0685912305782381
ctpnet	within_condition	69004	MAPK14_pSitePending_D3F9	0.4584210712796688	0.3969301698920828	0.061490901387586006
ctpnet	within_condition	69004	RELA_pSitePending_93H1	0.446987629497608	0.4311347477896576	0.015852881707950406
ctpnet	within_condition	69004	p-Rb	0.4790073972294842	0.3979451331553202	0.081062264074164
ctpnet	within_condition	69004	HISTONE_H3_S28	0.4861164281910901	0.4791566640526046	0.00695976413848548
ctpnet	within_condition	69004	NFE2L2_S40	0.6577059894490844	0.6067685312228639	0.05093745822622053
ctpnet	within_condition	69004	AKT_S473	0.3451851391796774	0.3271304067804773	0.018054732399200135
ctpnet	within_condition	69004	EIF4EBP1_T37_T46	0.2198952843016557	0.2666282835323004	-0.046732999230644695
ctpnet	within_condition	69004	STAT6_Y641	0.4928663338428473	0.4345003452085715	0.05836598863427578
ctpnet	within_condition	69004	ZAP70_Y493	0.1206961893304317	0.1468579865628636	-0.026161797232431908
ctpnet	within_condition	69004	LCK_Y505	0.1941968317731604	0.1648748161854955	0.029322015587664924
ctpnet	within_condition	69004	STAT5A_Y694	0.2078063625107835	0.2060114600325712	0.0017949024782122902
ctpnet	within_condition	69004	PLCG1_Y783	0.2255107283750874	0.2186944830473494	0.006816245327738002
ctpnet	within_condition	69005	RPS6_pSitePending	0.4713891630150409	0.4387702382835385	0.03261892473150241
ctpnet	within_condition	69005	STAT3_Y705	0.4327322834958648	0.4178723705898273	0.014859912906037498
ctpnet	within_condition	69005	MAPK14_pSitePending	0.3436141204280021	0.3433956920711028	0.00021842835689928064
ctpnet	within_condition	69005	CREB1_S133_ATF1_S63	0.3693491181584618	0.3518555064983292	0.01749361166013258
ctpnet	within_condition	69005	JUN_pSitePending	0.300025916772106	0.2925448097680309	0.007481107004075116
ctpnet	within_condition	69005	LAT_Y226	0.2974822063476538	0.2757695480968822	0.02171265825077162
ctpnet	within_condition	69005	LCP2_S376	0.5177797183443358	0.5016643476849922	0.016115370659343542
ctpnet	within_condition	69005	MAP2K1_S298	0.2784718399232078	0.2725267779331203	0.005945061990087486
ctpnet	within_condition	69005	MAPK14_pSitePending_D3F9	0.5338749332998488	0.5099105635218062	0.023964369778042616
ctpnet	within_condition	69005	RELA_pSitePending_93H1	0.5056523525014688	0.4999403363355574	0.005712016165911382
ctpnet	within_condition	69005	p-Rb	0.466073896112335	0.4359156854381945	0.03015821067414054
ctpnet	within_condition	69005	HISTONE_H3_S28	0.5444554967760422	0.5286782268576352	0.015777269918407
ctpnet	within_condition	69005	NFE2L2_S40	0.678768320450993	0.6563163802339907	0.022451940217002253
ctpnet	within_condition	69005	AKT_S473	0.3750847087738061	0.3578600218252404	0.017224686948565715
ctpnet	within_condition	69005	EIF4EBP1_T37_T46	0.3358471468994699	0.3171763162235406	0.018670830675929284
ctpnet	within_condition	69005	STAT6_Y641	0.4945765459548907	0.4828118362943772	0.011764709660513517
ctpnet	within_condition	69005	ZAP70_Y493	0.2021136749422407	0.2011757946003904	0.0009378803418503001
ctpnet	within_condition	69005	LCK_Y505	0.2665293077212286	0.2511165452306618	0.015412762490566834
ctpnet	within_condition	69005	STAT5A_Y694	0.245291114116057	0.2611102459183652	-0.01581913180230818
ctpnet	within_condition	69005	PLCG1_Y783	0.2550284222301878	0.2501086567440121	0.004919765486175676
ctpnet	pseudobulk	69001	RPS6_pSitePending	0.6496329889195381	0.5635502132032392	0.08608277571629896
ctpnet	pseudobulk	69001	STAT3_Y705	0.7283936717423891	0.7269252457633668	0.001468425979022303
ctpnet	pseudobulk	69001	MAPK14_pSitePending	0.8121077876192322	0.7947810289668255	0.017326758652406737
ctpnet	pseudobulk	69001	CREB1_S133_ATF1_S63	0.3621172813414486	0.4198911132081053	-0.05777383186665669
ctpnet	pseudobulk	69001	JUN_pSitePending	0.5552692066587728	0.4940447168628544	0.06122448979591838
ctpnet	pseudobulk	69001	LAT_Y226	0.2419234185796437	0.2044508859694235	0.03747253261022018
ctpnet	pseudobulk	69001	LCP2_S376	0.7133587644230631	0.7299389062277865	-0.016580141804723336
ctpnet	pseudobulk	69001	MAP2K1_S298	0.5490815897166291	0.5325257785567825	0.016555811159846612
ctpnet	pseudobulk	69001	MAPK14_pSitePending_D3F9	0.8415998687099319	0.7911571940946187	0.050442674615313154
ctpnet	pseudobulk	69001	RELA_pSitePending_93H1	0.7841971984455103	0.7027682549011938	0.08142894354431651
ctpnet	pseudobulk	69001	p-Rb	0.6903381577980671	0.6757262549277064	0.014611902870360627
ctpnet	pseudobulk	69001	HISTONE_H3_S28	0.7183446383368908	0.7404206434549134	-0.022076005118022657
ctpnet	pseudobulk	69001	NFE2L2_S40	0.948101780335305	0.9413593292756816	0.0067424510596234555
ctpnet	pseudobulk	69001	AKT_S473	0.8125119640593456	0.7991508603925378	0.013361103666807761
ctpnet	pseudobulk	69001	EIF4EBP1_T37_T46	0.3288277505827154	0.4151786012455382	-0.08635085066282278
ctpnet	pseudobulk	69001	STAT6_Y641	0.6960043356255028	0.670921826115083	0.025082509510419793
ctpnet	pseudobulk	69001	ZAP70_Y493	0.0984117454055335	0.2490148771177074	-0.15060313171217388
ctpnet	pseudobulk	69001	LCK_Y505	0.7012153872723058	0.6786341634694928	0.022581223802813022
ctpnet	pseudobulk	69001	STAT5A_Y694	0.4574320852661221	0.4871760161775305	-0.029743930911408367
ctpnet	pseudobulk	69001	PLCG1_Y783	0.511535588100311	0.4828998502949733	0.02863573780533768
ctpnet	pseudobulk	69002	RPS6_pSitePending	0.7125253534064496	0.6229607846763703	0.08956456873007934
ctpnet	pseudobulk	69002	STAT3_Y705	0.6663738309690703	0.6380815871078314	0.028292243861238964
ctpnet	pseudobulk	69002	MAPK14_pSitePending	0.7540112325608634	0.7515958004278483	0.002415432133015094
ctpnet	pseudobulk	69002	CREB1_S133_ATF1_S63	0.3921489208233923	0.4645619486212062	-0.07241302779781389
ctpnet	pseudobulk	69002	JUN_pSitePending	0.4570388454259064	0.5843440788621945	-0.12730523343628813
ctpnet	pseudobulk	69002	LAT_Y226	0.2933930101660224	0.3316552306620552	-0.038262220496032784
ctpnet	pseudobulk	69002	LCP2_S376	0.7446417232301934	0.7370908777056477	0.007550845524545657
ctpnet	pseudobulk	69002	MAP2K1_S298	0.5222721584148649	0.5278902883352753	-0.005618129920410442
ctpnet	pseudobulk	69002	MAPK14_pSitePending_D3F9	0.865659928363141	0.8624079108793086	0.0032520174838324145
ctpnet	pseudobulk	69002	RELA_pSitePending_93H1	0.807764153211637	0.7876250716676838	0.020139081543953163
ctpnet	pseudobulk	69002	p-Rb	0.6379040362006572	0.6438051378793762	-0.005901101678719045
ctpnet	pseudobulk	69002	HISTONE_H3_S28	0.6340546338937283	0.6087610275758752	0.025293606317853046
ctpnet	pseudobulk	69002	NFE2L2_S40	0.9410161090458488	0.9322778918295758	0.008738217216272992
ctpnet	pseudobulk	69002	AKT_S473	0.7996831209503904	0.7930570197340435	0.00662610121634688
ctpnet	pseudobulk	69002	EIF4EBP1_T37_T46	0.3845127498370569	0.4407406031707382	-0.0562278533336813
ctpnet	pseudobulk	69002	STAT6_Y641	0.7768764603253866	0.732936730988303	0.043939729337083566
ctpnet	pseudobulk	69002	ZAP70_Y493	0.3440607816126415	0.3485659364675774	-0.004505154854935911
ctpnet	pseudobulk	69002	LCK_Y505	0.6716054177686536	0.6573968227938488	0.014208594974804756
ctpnet	pseudobulk	69002	STAT5A_Y694	0.4726824366396024	0.4509899236746852	0.0216925129649172
ctpnet	pseudobulk	69002	PLCG1_Y783	0.3379681518060256	0.3574167575998569	-0.01944860579383134
ctpnet	pseudobulk	69003	RPS6_pSitePending	0.4695957743476425	0.4762829621040007	-0.006687187756358182
ctpnet	pseudobulk	69003	STAT3_Y705	0.7404633751635094	0.7469838394345005	-0.0065204642709911775
ctpnet	pseudobulk	69003	MAPK14_pSitePending	0.8255027210765858	0.8056568200273891	0.0198459010491967
ctpnet	pseudobulk	69003	CREB1_S133_ATF1_S63	0.4731330985448942	0.4090739049543418	0.0640591935905524
ctpnet	pseudobulk	69003	JUN_pSitePending	0.5601129987202342	0.5055230789185935	0.05458991980164074
ctpnet	pseudobulk	69003	LAT_Y226	0.2610877338794564	0.2766908954875998	-0.015603161608143401
ctpnet	pseudobulk	69003	LCP2_S376	0.6584308582775722	0.6500805830179274	0.008350275259644824
ctpnet	pseudobulk	69003	MAP2K1_S298	0.5964325321481865	0.6500805830179274	-0.05364805086974089
ctpnet	pseudobulk	69003	MAPK14_pSitePending_D3F9	0.816464400388524	0.7824868176468099	0.03397758274171403
ctpnet	pseudobulk	69003	RELA_pSitePending_93H1	0.7783328315039371	0.771801584121952	0.0065312473819850725
ctpnet	pseudobulk	69003	p-Rb	0.5694461379458506	0.5636709525385517	0.005775185407298933
ctpnet	pseudobulk	69003	HISTONE_H3_S28	0.8073240548810582	0.7577520199670038	0.049572034914054375
ctpnet	pseudobulk	69003	NFE2L2_S40	0.9264546209363224	0.9194957817299264	0.00695883920639595
ctpnet	pseudobulk	69003	AKT_S473	0.8040670999957491	0.8081237478240709	-0.004056647828321824
ctpnet	pseudobulk	69003	EIF4EBP1_T37_T46	0.5140805685189193	0.5030638563656274	0.011016712153291808
ctpnet	pseudobulk	69003	STAT6_Y641	0.6418762944917381	0.6307124567327672	0.011163837758970896
ctpnet	pseudobulk	69003	ZAP70_Y493	0.2226569567507011	0.3087276142805494	-0.0860706575298483
ctpnet	pseudobulk	69003	LCK_Y505	0.7285406478224218	0.7468074471075431	-0.018266799285121316
ctpnet	pseudobulk	69003	STAT5A_Y694	0.5267255258632918	0.4643701610136399	0.06235536484965187
ctpnet	pseudobulk	69003	PLCG1_Y783	0.3986611523495984	0.5753052191304995	-0.17664406678090105
ctpnet	pseudobulk	69004	RPS6_pSitePending	0.5949276680752599	0.5395817302864621	0.05534593778879782
ctpnet	pseudobulk	69004	STAT3_Y705	0.6177556670583456	0.5892685158679276	0.028487151190418003
ctpnet	pseudobulk	69004	MAPK14_pSitePending	0.8147027066099835	0.8172063855312329	-0.0025036789212494748
ctpnet	pseudobulk	69004	CREB1_S133_ATF1_S63	0.4542089255793094	0.4262410686306199	0.02796785694868953
ctpnet	pseudobulk	69004	JUN_pSitePending	0.6182140177269996	0.6389634210702488	-0.020749403343249262
ctpnet	pseudobulk	69004	LAT_Y226	0.3029213283790938	0.3029603456851172	-3.9017306023403364e-05
ctpnet	pseudobulk	69004	LCP2_S376	0.7697260204771036	0.7529264006288768	0.016799619848226754
ctpnet	pseudobulk	69004	MAP2K1_S298	0.6325592436721117	0.6316770418474982	0.0008822018246135155
ctpnet	pseudobulk	69004	MAPK14_pSitePending_D3F9	0.8020491889123494	0.7777188182931202	0.02433037061922927
ctpnet	pseudobulk	69004	RELA_pSitePending_93H1	0.832370855014042	0.8369988381056974	-0.004627983091655463
