model	sample	dataset	target_id	target_index	pathway	mean_attention
SCP682-SC12-protein-residual	train_sample	all	AKT_pSitePending	3	random_control	0.1128404289484024
SCP682-SC12-protein-residual	train_sample	all	BTK_pSitePending	4	BCR_BTK_axis	0.016360247507691383
SCP682-SC12-protein-residual	train_sample	all	BTK_pSitePending	4	BTK_PLCG2_axis	0.00025787309277802706
SCP682-SC12-protein-residual	train_sample	all	BTK_pSitePending	4	ERK_axis	0.2694883644580841
SCP682-SC12-protein-residual	train_sample	all	BTK_pSitePending	4	NFkB_axis	0.01397741585969925
SCP682-SC12-protein-residual	train_sample	all	BTK_pSitePending	4	AKT_mTOR_S6_axis	0.09694159775972366
SCP682-SC12-protein-residual	train_sample	all	BTK_pSitePending	4	cell_cycle	5.691760307513505e-08
SCP682-SC12-protein-residual	train_sample	all	BTK_pSitePending	4	stress_ifn	0.053767602890729904
SCP682-SC12-protein-residual	train_sample	all	BTK_pSitePending	4	ribosomal	0.4313271939754486
SCP682-SC12-protein-residual	train_sample	all	BTK_pSitePending	4	random_control	0.11787966638803482
SCP682-SC12-protein-residual	train_sample	all	CREB1_S133_ATF1_S63	5	BCR_BTK_axis	2.0636838371501653e-07
SCP682-SC12-protein-residual	train_sample	all	CREB1_S133_ATF1_S63	5	BTK_PLCG2_axis	5.924514923094648e-08
SCP682-SC12-protein-residual	train_sample	all	CREB1_S133_ATF1_S63	5	ERK_axis	0.07886938750743866
SCP682-SC12-protein-residual	train_sample	all	CREB1_S133_ATF1_S63	5	NFkB_axis	0.08145307749509811
SCP682-SC12-protein-residual	train_sample	all	CREB1_S133_ATF1_S63	5	AKT_mTOR_S6_axis	0.09203246235847473
SCP682-SC12-protein-residual	train_sample	all	CREB1_S133_ATF1_S63	5	cell_cycle	0.0005089204641990364
SCP682-SC12-protein-residual	train_sample	all	CREB1_S133_ATF1_S63	5	stress_ifn	0.19436508417129517
SCP682-SC12-protein-residual	train_sample	all	CREB1_S133_ATF1_S63	5	ribosomal	0.5490756034851074
SCP682-SC12-protein-residual	train_sample	all	CREB1_S133_ATF1_S63	5	random_control	0.003696825122460723
SCP682-SC12-protein-residual	train_sample	all	FOS_S32	6	BCR_BTK_axis	0.011569746769964695
SCP682-SC12-protein-residual	train_sample	all	FOS_S32	6	BTK_PLCG2_axis	0.0001268114137928933
SCP682-SC12-protein-residual	train_sample	all	FOS_S32	6	ERK_axis	0.25477221608161926
SCP682-SC12-protein-residual	train_sample	all	FOS_S32	6	NFkB_axis	0.07116847485303879
SCP682-SC12-protein-residual	train_sample	all	FOS_S32	6	AKT_mTOR_S6_axis	0.01643543504178524
SCP682-SC12-protein-residual	train_sample	all	FOS_S32	6	cell_cycle	1.7559052878368675e-07
SCP682-SC12-protein-residual	train_sample	all	FOS_S32	6	stress_ifn	0.04328509420156479
SCP682-SC12-protein-residual	train_sample	all	FOS_S32	6	ribosomal	0.4488145709037781
SCP682-SC12-protein-residual	train_sample	all	FOS_S32	6	random_control	0.15382732450962067
SCP682-SC12-protein-residual	train_sample	all	HM0025_phospho_p44_42_197G2	7	BCR_BTK_axis	0.000952073372900486
SCP682-SC12-protein-residual	train_sample	all	HM0025_phospho_p44_42_197G2	7	BTK_PLCG2_axis	0.003279181895777583
SCP682-SC12-protein-residual	train_sample	all	HM0025_phospho_p44_42_197G2	7	ERK_axis	0.18301700055599213
SCP682-SC12-protein-residual	train_sample	all	HM0025_phospho_p44_42_197G2	7	NFkB_axis	0.1511087268590927
SCP682-SC12-protein-residual	train_sample	all	HM0025_phospho_p44_42_197G2	7	AKT_mTOR_S6_axis	0.09430987387895584
SCP682-SC12-protein-residual	train_sample	all	HM0025_phospho_p44_42_197G2	7	cell_cycle	0.09025459736585617
SCP682-SC12-protein-residual	train_sample	all	HM0025_phospho_p44_42_197G2	7	stress_ifn	0.06822983920574188
SCP682-SC12-protein-residual	train_sample	all	HM0025_phospho_p44_42_197G2	7	ribosomal	0.3921411633491516
SCP682-SC12-protein-residual	train_sample	all	HM0025_phospho_p44_42_197G2	7	random_control	0.016707371920347214
SCP682-SC12-protein-residual	train_sample	all	JUN_pSitePending	8	BCR_BTK_axis	0.00089959119213745
SCP682-SC12-protein-residual	train_sample	all	JUN_pSitePending	8	BTK_PLCG2_axis	0.0007832806441001594
SCP682-SC12-protein-residual	train_sample	all	JUN_pSitePending	8	ERK_axis	0.17268851399421692
SCP682-SC12-protein-residual	train_sample	all	JUN_pSitePending	8	NFkB_axis	0.08471836894750595
SCP682-SC12-protein-residual	train_sample	all	JUN_pSitePending	8	AKT_mTOR_S6_axis	0.01828628033399582
SCP682-SC12-protein-residual	train_sample	all	JUN_pSitePending	8	cell_cycle	0.07357452809810638
SCP682-SC12-protein-residual	train_sample	all	JUN_pSitePending	8	stress_ifn	0.0736435279250145
SCP682-SC12-protein-residual	train_sample	all	JUN_pSitePending	8	ribosomal	0.5387380719184875
SCP682-SC12-protein-residual	train_sample	all	JUN_pSitePending	8	random_control	0.036667440086603165
SCP682-SC12-protein-residual	train_sample	all	LAT_Y226	9	BCR_BTK_axis	1.951349304363248e-07
SCP682-SC12-protein-residual	train_sample	all	LAT_Y226	9	BTK_PLCG2_axis	8.98745184940708e-08
SCP682-SC12-protein-residual	train_sample	all	LAT_Y226	9	ERK_axis	0.07795625925064087
SCP682-SC12-protein-residual	train_sample	all	LAT_Y226	9	NFkB_axis	0.06313295662403107
SCP682-SC12-protein-residual	train_sample	all	LAT_Y226	9	AKT_mTOR_S6_axis	0.07565119862556458
SCP682-SC12-protein-residual	train_sample	all	LAT_Y226	9	cell_cycle	0.0005250351969152689
SCP682-SC12-protein-residual	train_sample	all	LAT_Y226	9	stress_ifn	0.2062002718448639
SCP682-SC12-protein-residual	train_sample	all	LAT_Y226	9	ribosomal	0.5668703317642212
SCP682-SC12-protein-residual	train_sample	all	LAT_Y226	9	random_control	0.009664718993008137
SCP682-SC12-protein-residual	train_sample	all	LCP2_S376	10	BCR_BTK_axis	0.004061696585267782
SCP682-SC12-protein-residual	train_sample	all	LCP2_S376	10	BTK_PLCG2_axis	0.0003896184789482504
SCP682-SC12-protein-residual	train_sample	all	LCP2_S376	10	ERK_axis	0.18714894354343414
SCP682-SC12-protein-residual	train_sample	all	LCP2_S376	10	NFkB_axis	0.08042283356189728
SCP682-SC12-protein-residual	train_sample	all	LCP2_S376	10	AKT_mTOR_S6_axis	0.12700851261615753
SCP682-SC12-protein-residual	train_sample	all	LCP2_S376	10	cell_cycle	0.01943308673799038
SCP682-SC12-protein-residual	train_sample	all	LCP2_S376	10	stress_ifn	0.09108847379684448
SCP682-SC12-protein-residual	train_sample	all	LCP2_S376	10	ribosomal	0.453972190618515
SCP682-SC12-protein-residual	train_sample	all	LCP2_S376	10	random_control	0.03647457808256149
SCP682-SC12-protein-residual	train_sample	all	MAP2K1_S298	11	BCR_BTK_axis	0.0005488588940352201
SCP682-SC12-protein-residual	train_sample	all	MAP2K1_S298	11	BTK_PLCG2_axis	0.004077652469277382
SCP682-SC12-protein-residual	train_sample	all	MAP2K1_S298	11	ERK_axis	0.16631630063056946
SCP682-SC12-protein-residual	train_sample	all	MAP2K1_S298	11	NFkB_axis	0.16631585359573364
SCP682-SC12-protein-residual	train_sample	all	MAP2K1_S298	11	AKT_mTOR_S6_axis	0.07728107273578644
SCP682-SC12-protein-residual	train_sample	all	MAP2K1_S298	11	cell_cycle	0.10291101783514023
SCP682-SC12-protein-residual	train_sample	all	MAP2K1_S298	11	stress_ifn	0.0793934166431427
SCP682-SC12-protein-residual	train_sample	all	MAP2K1_S298	11	ribosomal	0.3876766264438629
SCP682-SC12-protein-residual	train_sample	all	MAP2K1_S298	11	random_control	0.015479134395718575
SCP682-SC12-protein-residual	train_sample	all	MAPK14_pSitePending_D3F9	12	BCR_BTK_axis	0.0009749484597705305
SCP682-SC12-protein-residual	train_sample	all	MAPK14_pSitePending_D3F9	12	BTK_PLCG2_axis	6.752998888259754e-05
SCP682-SC12-protein-residual	train_sample	all	MAPK14_pSitePending_D3F9	12	ERK_axis	0.15495364367961884
SCP682-SC12-protein-residual	train_sample	all	MAPK14_pSitePending_D3F9	12	NFkB_axis	0.01039846334606409
SCP682-SC12-protein-residual	train_sample	all	MAPK14_pSitePending_D3F9	12	AKT_mTOR_S6_axis	0.00933273695409298
SCP682-SC12-protein-residual	train_sample	all	MAPK14_pSitePending_D3F9	12	cell_cycle	0.0008625986520200968
SCP682-SC12-protein-residual	train_sample	all	MAPK14_pSitePending_D3F9	12	stress_ifn	0.040816791355609894
SCP682-SC12-protein-residual	train_sample	all	MAPK14_pSitePending_D3F9	12	ribosomal	0.7740271687507629
SCP682-SC12-protein-residual	train_sample	all	MAPK14_pSitePending_D3F9	12	random_control	0.008566766045987606
SCP682-SC12-protein-residual	train_sample	all	MAPK1_MAPK3_T202_Y204	13	BCR_BTK_axis	0.013429720886051655
SCP682-SC12-protein-residual	train_sample	all	MAPK1_MAPK3_T202_Y204	13	BTK_PLCG2_axis	0.00021078583085909486
SCP682-SC12-protein-residual	train_sample	all	MAPK1_MAPK3_T202_Y204	13	ERK_axis	0.27077287435531616
SCP682-SC12-protein-residual	train_sample	all	MAPK1_MAPK3_T202_Y204	13	NFkB_axis	0.013983579352498055
SCP682-SC12-protein-residual	train_sample	all	MAPK1_MAPK3_T202_Y204	13	AKT_mTOR_S6_axis	0.09468481689691544
SCP682-SC12-protein-residual	train_sample	all	MAPK1_MAPK3_T202_Y204	13	cell_cycle	2.1182304976719024e-07
SCP682-SC12-protein-residual	train_sample	all	MAPK1_MAPK3_T202_Y204	13	stress_ifn	0.054369717836380005
SCP682-SC12-protein-residual	train_sample	all	MAPK1_MAPK3_T202_Y204	13	ribosomal	0.43288174271583557
SCP682-SC12-protein-residual	train_sample	all	MAPK1_MAPK3_T202_Y204	13	random_control	0.11966642737388611
SCP682-SC12-protein-residual	train_sample	all	MAPK1_MAPK3_pSitePending	14	BCR_BTK_axis	0.012572787702083588
SCP682-SC12-protein-residual	train_sample	all	MAPK1_MAPK3_pSitePending	14	BTK_PLCG2_axis	0.00020742305787280202
SCP682-SC12-protein-residual	train_sample	all	MAPK1_MAPK3_pSitePending	14	ERK_axis	0.27165648341178894
SCP682-SC12-protein-residual	train_sample	all	MAPK1_MAPK3_pSitePending	14	NFkB_axis	0.013983609154820442
SCP682-SC12-protein-residual	train_sample	all	MAPK1_MAPK3_pSitePending	14	AKT_mTOR_S6_axis	0.09454374760389328
SCP682-SC12-protein-residual	train_sample	all	MAPK1_MAPK3_pSitePending	14	cell_cycle	1.5772877759445691e-07
SCP682-SC12-protein-residual	train_sample	all	MAPK1_MAPK3_pSitePending	14	stress_ifn	0.05450098589062691
SCP682-SC12-protein-residual	train_sample	all	MAPK1_MAPK3_pSitePending	14	ribosomal	0.4328511357307434
SCP682-SC12-protein-residual	train_sample	all	MAPK1_MAPK3_pSitePending	14	random_control	0.11968367546796799
SCP682-SC12-protein-residual	train_sample	all	PLCG2_Y759	15	BCR_BTK_axis	4.099092211628117e-31
SCP682-SC12-protein-residual	train_sample	all	PLCG2_Y759	15	BTK_PLCG2_axis	4.6008477875779855e-33
SCP682-SC12-protein-residual	train_sample	all	PLCG2_Y759	15	ERK_axis	0.04374917224049568
SCP682-SC12-protein-residual	train_sample	all	PLCG2_Y759	15	NFkB_axis	0.017584340646862984
SCP682-SC12-protein-residual	train_sample	all	PLCG2_Y759	15	AKT_mTOR_S6_axis	0.0322699174284935
SCP682-SC12-protein-residual	train_sample	all	PLCG2_Y759	15	cell_cycle	0.0004341909952927381
SCP682-SC12-protein-residual	train_sample	all	PLCG2_Y759	15	stress_ifn	0.19501087069511414
SCP682-SC12-protein-residual	train_sample	all	PLCG2_Y759	15	ribosomal	0.6274696588516235
SCP682-SC12-protein-residual	train_sample	all	PLCG2_Y759	15	random_control	0.08348159492015839
SCP682-SC12-protein-residual	train_sample	all	PLCG2_pSitePending	16	BCR_BTK_axis	0.017227983102202415
SCP682-SC12-protein-residual	train_sample	all	PLCG2_pSitePending	16	BTK_PLCG2_axis	0.00041803467320278287
SCP682-SC12-protein-residual	train_sample	all	PLCG2_pSitePending	16	ERK_axis	0.270479679107666
SCP682-SC12-protein-residual	train_sample	all	PLCG2_pSitePending	16	NFkB_axis	0.013977082446217537
SCP682-SC12-protein-residual	train_sample	all	PLCG2_pSitePending	16	AKT_mTOR_S6_axis	0.09885750710964203
SCP682-SC12-protein-residual	train_sample	all	PLCG2_pSitePending	16	cell_cycle	1.494438919280583e-07
SCP682-SC12-protein-residual	train_sample	all	PLCG2_pSitePending	16	stress_ifn	0.05473065748810768
SCP682-SC12-protein-residual	train_sample	all	PLCG2_pSitePending	16	ribosomal	0.4295629858970642
SCP682-SC12-protein-residual	train_sample	all	PLCG2_pSitePending	16	random_control	0.11474604159593582
SCP682-SC12-protein-residual	train_sample	all	RELA_S536	17	BCR_BTK_axis	0.02962738648056984
SCP682-SC12-protein-residual	train_sample	all	RELA_S536	17	BTK_PLCG2_axis	0.00048628030344843864
SCP682-SC12-protein-residual	train_sample	all	RELA_S536	17	ERK_axis	0.2578014135360718
SCP682-SC12-protein-residual	train_sample	all	RELA_S536	17	NFkB_axis	0.013987403362989426
SCP682-SC12-protein-residual	train_sample	all	RELA_S536	17	AKT_mTOR_S6_axis	0.09500253945589066
SCP682-SC12-protein-residual	train_sample	all	RELA_S536	17	cell_cycle	4.8315891035599634e-05
SCP682-SC12-protein-residual	train_sample	all	RELA_S536	17	stress_ifn	0.05824122950434685
SCP682-SC12-protein-residual	train_sample	all	RELA_S536	17	ribosomal	0.42976313829421997
SCP682-SC12-protein-residual	train_sample	all	RELA_S536	17	random_control	0.11504219472408295
SCP682-SC12-protein-residual	train_sample	all	RELA_pSitePending_93H1	18	BCR_BTK_axis	3.749308962142095e-05
SCP682-SC12-protein-residual	train_sample	all	RELA_pSitePending_93H1	18	BTK_PLCG2_axis	2.622076181069133e-06
SCP682-SC12-protein-residual	train_sample	all	RELA_pSitePending_93H1	18	ERK_axis	0.13622674345970154
SCP682-SC12-protein-residual	train_sample	all	RELA_pSitePending_93H1	18	NFkB_axis	0.03368430957198143
SCP682-SC12-protein-residual	train_sample	all	RELA_pSitePending_93H1	18	AKT_mTOR_S6_axis	0.010442599654197693
SCP682-SC12-protein-residual	train_sample	all	RELA_pSitePending_93H1	18	cell_cycle	0.0006338271196000278
SCP682-SC12-protein-residual	train_sample	all	RELA_pSitePending_93H1	18	stress_ifn	0.045245833694934845
SCP682-SC12-protein-residual	train_sample	all	RELA_pSitePending_93H1	18	ribosomal	0.7688676118850708
SCP682-SC12-protein-residual	train_sample	all	RELA_pSitePending_93H1	18	random_control	0.004858462605625391
SCP682-SC12-protein-residual	train_sample	all	STAT5A_STAT5B_Y694_Y699	21	BCR_BTK_axis	2.7560715807339875e-06
SCP682-SC12-protein-residual	train_sample	all	STAT5A_STAT5B_Y694_Y699	21	BTK_PLCG2_axis	8.619972504675388e-07
SCP682-SC12-protein-residual	train_sample	all	STAT5A_STAT5B_Y694_Y699	21	ERK_axis	0.09514935314655304
SCP682-SC12-protein-residual	train_sample	all	STAT5A_STAT5B_Y694_Y699	21	NFkB_axis	0.05882836878299713
SCP682-SC12-protein-residual	train_sample	all	STAT5A_STAT5B_Y694_Y699	21	AKT_mTOR_S6_axis	0.00980275496840477
SCP682-SC12-protein-residual	train_sample	all	STAT5A_STAT5B_Y694_Y699	21	cell_cycle	0.0023997630923986435
SCP682-SC12-protein-residual	train_sample	all	STAT5A_STAT5B_Y694_Y699	21	stress_ifn	0.1125473901629448
SCP682-SC12-protein-residual	train_sample	all	STAT5A_STAT5B_Y694_Y699	21	ribosomal	0.6778725981712341
SCP682-SC12-protein-residual	train_sample	all	STAT5A_STAT5B_Y694_Y699	21	random_control	0.04339573159813881
SCP682-SC12-protein-residual	train_sample	all	SYK_pSitePending	22	BCR_BTK_axis	1.1588303078061606e-31
SCP682-SC12-protein-residual	train_sample	all	SYK_pSitePending	22	BTK_PLCG2_axis	1.3439187405977233e-32
SCP682-SC12-protein-residual	train_sample	all	SYK_pSitePending	22	ERK_axis	0.04333953931927681
SCP682-SC12-protein-residual	train_sample	all	SYK_pSitePending	22	NFkB_axis	0.016244949772953987
SCP682-SC12-protein-residual	train_sample	all	SYK_pSitePending	22	AKT_mTOR_S6_axis	0.04438267648220062
SCP682-SC12-protein-residual	train_sample	all	SYK_pSitePending	22	cell_cycle	0.00021333852782845497
SCP682-SC12-protein-residual	train_sample	all	SYK_pSitePending	22	stress_ifn	0.2040742039680481
SCP682-SC12-protein-residual	train_sample	all	SYK_pSitePending	22	ribosomal	0.6362102627754211
SCP682-SC12-protein-residual	train_sample	all	SYK_pSitePending	22	random_control	0.05553564056754112
SCP682-SC12-protein-residual	train_sample	all	p-AMPK-a1/2	23	BCR_BTK_axis	0.031691212207078934
SCP682-SC12-protein-residual	train_sample	all	p-AMPK-a1/2	23	BTK_PLCG2_axis	0.0005366302793845534
SCP682-SC12-protein-residual	train_sample	all	p-AMPK-a1/2	23	ERK_axis	0.2567730247974396
SCP682-SC12-protein-residual	train_sample	all	p-AMPK-a1/2	23	NFkB_axis	0.013975832611322403
SCP682-SC12-protein-residual	train_sample	all	p-AMPK-a1/2	23	AKT_mTOR_S6_axis	0.09787825495004654
SCP682-SC12-protein-residual	train_sample	all	p-AMPK-a1/2	23	cell_cycle	7.512301635870244e-06
SCP682-SC12-protein-residual	train_sample	all	p-AMPK-a1/2	23	stress_ifn	0.057170432060956955
SCP682-SC12-protein-residual	train_sample	all	p-AMPK-a1/2	23	ribosomal	0.4288504719734192
SCP682-SC12-protein-residual	train_sample	all	p-AMPK-a1/2	23	random_control	0.11311651766300201
SCP682-SC12-protein-residual	train_sample	all	p-AMPK-b1	24	BCR_BTK_axis	0.016122015193104744
SCP682-SC12-protein-residual	train_sample	all	p-AMPK-b1	24	BTK_PLCG2_axis	0.0002978866396006197
SCP682-SC12-protein-residual	train_sample	all	p-AMPK-b1	24	ERK_axis	0.27101054787635803
SCP682-SC12-protein-residual	train_sample	all	p-AMPK-b1	24	NFkB_axis	0.013977124355733395
SCP682-SC12-protein-residual	train_sample	all	p-AMPK-b1	24	AKT_mTOR_S6_axis	0.09723003208637238
SCP682-SC12-protein-residual	train_sample	all	p-AMPK-b1	24	cell_cycle	7.94182497543261e-08
SCP682-SC12-protein-residual	train_sample	all	p-AMPK-b1	24	stress_ifn	0.05406445264816284
SCP682-SC12-protein-residual	train_sample	all	p-AMPK-b1	24	ribosomal	0.4300786554813385
SCP682-SC12-protein-residual	train_sample	all	p-AMPK-b1	24	random_control	0.11721927672624588
SCP682-SC12-protein-residual	train_sample	all	p-BLNK	25	BCR_BTK_axis	1.100647324392412e-07
SCP682-SC12-protein-residual	train_sample	all	p-BLNK	25	BTK_PLCG2_axis	2.3226253665402033e-22
SCP682-SC12-protein-residual	train_sample	all	p-BLNK	25	ERK_axis	0.021920310333371162
SCP682-SC12-protein-residual	train_sample	all	p-BLNK	25	NFkB_axis	0.13341644406318665
SCP682-SC12-protein-residual	train_sample	all	p-BLNK	25	AKT_mTOR_S6_axis	0.060931459069252014
SCP682-SC12-protein-residual	train_sample	all	p-BLNK	25	cell_cycle	0.0001210204791277647
SCP682-SC12-protein-residual	train_sample	all	p-BLNK	25	stress_ifn	0.23917736113071442
SCP682-SC12-protein-residual	train_sample	all	p-BLNK	25	ribosomal	0.5322678089141846
SCP682-SC12-protein-residual	train_sample	all	p-BLNK	25	random_control	0.012165392749011517
SCP682-SC12-protein-residual	train_sample	all	p-CD79a	26	BCR_BTK_axis	9.767119739280568e-23
SCP682-SC12-protein-residual	train_sample	all	p-CD79a	26	BTK_PLCG2_axis	1.633837923972986e-24
SCP682-SC12-protein-residual	train_sample	all	p-CD79a	26	ERK_axis	0.04409328103065491
SCP682-SC12-protein-residual	train_sample	all	p-CD79a	26	NFkB_axis	0.05982612445950508
SCP682-SC12-protein-residual	train_sample	all	p-CD79a	26	AKT_mTOR_S6_axis	0.0839751735329628
SCP682-SC12-protein-residual	train_sample	all	p-CD79a	26	cell_cycle	0.00015107922081369907
SCP682-SC12-protein-residual	train_sample	all	p-CD79a	26	stress_ifn	0.2058534026145935
SCP682-SC12-protein-residual	train_sample	all	p-CD79a	26	ribosomal	0.6033150553703308
SCP682-SC12-protein-residual	train_sample	all	p-CD79a	26	random_control	0.002786292927339673
SCP682-SC12-protein-residual	train_sample	all	p-CDK1	27	BCR_BTK_axis	0.581607460975647
SCP682-SC12-protein-residual	train_sample	all	p-CDK1	27	BTK_PLCG2_axis	0.13045594096183777
SCP682-SC12-protein-residual	train_sample	all	p-CDK1	27	ERK_axis	0.0003829505876637995
SCP682-SC12-protein-residual	train_sample	all	p-CDK1	27	NFkB_axis	0.01925460807979107
SCP682-SC12-protein-residual	train_sample	all	p-CDK1	27	AKT_mTOR_S6_axis	0.12683579325675964
SCP682-SC12-protein-residual	train_sample	all	p-CDK1	27	cell_cycle	0.004036616068333387
SCP682-SC12-protein-residual	train_sample	all	p-CDK1	27	stress_ifn	0.028141381219029427
SCP682-SC12-protein-residual	train_sample	all	p-CDK1	27	ribosomal	0.015114669688045979
SCP682-SC12-protein-residual	train_sample	all	p-CDK1	27	random_control	0.09417083859443665
SCP682-SC12-protein-residual	train_sample	all	p-CDK4	28	BCR_BTK_axis	0.08335884660482407
SCP682-SC12-protein-residual	train_sample	all	p-CDK4	28	BTK_PLCG2_axis	0.00019022152991965413
SCP682-SC12-protein-residual	train_sample	all	p-CDK4	28	ERK_axis	0.18464456498622894
SCP682-SC12-protein-residual	train_sample	all	p-CDK4	28	NFkB_axis	0.05301975458860397
SCP682-SC12-protein-residual	train_sample	all	p-CDK4	28	AKT_mTOR_S6_axis	0.02451077476143837
SCP682-SC12-protein-residual	train_sample	all	p-CDK4	28	cell_cycle	0.00027705947286449373
SCP682-SC12-protein-residual	train_sample	all	p-CDK4	28	stress_ifn	0.04226580634713173
SCP682-SC12-protein-residual	train_sample	all	p-CDK4	28	ribosomal	0.44743579626083374
SCP682-SC12-protein-residual	train_sample	all	p-CDK4	28	random_control	0.1642971634864807
SCP682-SC12-protein-residual	train_sample	all	p-HistonH2A.X	30	BCR_BTK_axis	0.23526766896247864
SCP682-SC12-protein-residual	train_sample	all	p-HistonH2A.X	30	BTK_PLCG2_axis	0.00018405761511530727
SCP682-SC12-protein-residual	train_sample	all	p-HistonH2A.X	30	ERK_axis	0.012641391716897488
SCP682-SC12-protein-residual	train_sample	all	p-HistonH2A.X	30	NFkB_axis	0.08104845881462097
SCP682-SC12-protein-residual	train_sample	all	p-HistonH2A.X	30	AKT_mTOR_S6_axis	0.0018033987144008279
SCP682-SC12-protein-residual	train_sample	all	p-HistonH2A.X	30	cell_cycle	0.0023796872701495886
SCP682-SC12-protein-residual	train_sample	all	p-HistonH2A.X	30	stress_ifn	0.027791788801550865
SCP682-SC12-protein-residual	train_sample	all	p-HistonH2A.X	30	ribosomal	0.4449903964996338
SCP682-SC12-protein-residual	train_sample	all	p-HistonH2A.X	30	random_control	0.1938936859369278
SCP682-SC12-protein-residual	train_sample	all	p-HistonH3	31	BCR_BTK_axis	0.06036219000816345
SCP682-SC12-protein-residual	train_sample	all	p-HistonH3	31	BTK_PLCG2_axis	0.0001301785814575851
SCP682-SC12-protein-residual	train_sample	all	p-HistonH3	31	ERK_axis	0.21673232316970825
SCP682-SC12-protein-residual	train_sample	all	p-HistonH3	31	NFkB_axis	0.014677291736006737
SCP682-SC12-protein-residual	train_sample	all	p-HistonH3	31	AKT_mTOR_S6_axis	0.07561513036489487
SCP682-SC12-protein-residual	train_sample	all	p-HistonH3	31	cell_cycle	6.659724022028968e-05
SCP682-SC12-protein-residual	train_sample	all	p-HistonH3	31	stress_ifn	0.0548698864877224
SCP682-SC12-protein-residual	train_sample	all	p-HistonH3	31	ribosomal	0.4397214949131012
SCP682-SC12-protein-residual	train_sample	all	p-HistonH3	31	random_control	0.1378249228000641
